"source_serial","registration_number","brand_name","generic_name","strength","dosage_form","pack_size","shelf_life","manufacturer","manufacturer_country","marketing_authorization_holder","local_technical_representative","registration_date","expiry_date","regulatory_status","source_name","source_url"
"1344","Rwanda FDA-HMP-MA-1201","","Cefuroxime Axetil USP equivalent to Cefuroxime 500 mg","500 mg","Film coated tablets","1x10 Tablets","36 Months","MICRO LABS LTD.","INDIA","MICRO LABS LTD.","WESSEX PHARMACEUTICALS (RWANDA) LTD","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1345","Rwanda FDA-HMP-MA-1198","RABEMAC 20","Rabeprazole Sodium 20 mg","20 mg","Delayed Release Tablets","2 x 7 & 4 x 7 tablets","36 Months","MACLEODS PHARMACEUTICALS LTD.","INDIA","MACLEODS PHARMACEUTICALS LTD","AIVEEN RWANDA LTD","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1346","Rwanda FDA-HMP-MA-1199","RALTEGRAVIR TABLETS","Raltegravir Potassium (Amorphous) 400mg","400mg","Film coated tablets","60 tablets","24 Months","HETERO LABS LIMITED,","INDIA","HETERO LABS LIMITED","SUN ENTERPRISES LIMITED","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1347","Rwanda FDA-HMP-MA-1248","RENE-CPM TABLETS","Chlorpheniramine Maleate 4 mg","4 mg","Tablets","10 Tablets","24 Months","RENE INDUSTRIES LTD,","UGANDA","RENE INDUSTRIES LTD, UGANDA","RENE PHARMACY (R) LTD","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1348","Rwanda FDA-HMP-MA-1247","RENETRIM DS TABLETS","Sulfamethoxazole 800mg and Trimethoprim 160mg","800mg and 160mg","Tablets","10 Tablets","24 Months","RENE INDUSTRIES LTD.","UGANDA","RENE INDUSTRIES LTD, UGANDA","RENE PHARMACY (R) LTD","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1349","Rwanda FDA-HMP-MA-1246","REVIVE","Glucose anhydrous 13.5g, sodium chloride 2.6g, trisodium citrate dihydrate BP 2.9g, Potassium chloride 1.5g","13.5g, 2.6g, 2.9g + 1.5g","Crystalline Powder","20.5 g Sachet","24 Months","RENE INDUSTRIES LTD,","UGANDA","RENE INDUSTRIES LTD, UGANDA","RENE PHARMACY (R) LTD","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1350","Rwanda FDA-HMP-MA-1185","RUBEM CREAM","Methyl Nicotinate 1%w/w, Capsicum Oleoresin0.1%w/w, Methyl Salicylate 5% w/w","1%w/w, 0.1%w/w, 5% w/w","Cream","25g tube","36 Months","REGAL PHARMACEUTICALS LTD,","KENYA","REGAL PHARMACEUTICALS LTD","ABACUS PHARMA (A) LTD","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1351","Rwanda FDA-HMP-MA-1254","SCOFIX SUSPENSION","Cefixime USP as trihydrate 50 mg/5ml","50 mg/5ml","Powder for oral suspension","60 ml Bottle","36 Months","SCOTT-EDIL ADVANCE RESEARCH LABORATORY EDUCATION LTD,","INDIA","SCOTT-EDIL ADVANCE RESEARCH LABORATORY EDUCATION LTD.","ESCORTS PHARMACEUTICALS (RWANDA) LTD.","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1352","Rwanda FDA-HMP-MA-1182","SONADERM CREAM","Clobetasol Propionate BP 0.05% w/w, Miconazole Nitrate BP 2.0% w/w, & Gentamicin Sulphate BP equivalent to Gentamicin 0.1% w/w","0.05% w/w, 2.0% w/w, 0.1% w/w","Cream","10g Tube","24 Months","BLUE CROSS LABORATORIES PVT. LTD,","INDIA","BLUE CROSS LABORATORIES PVT. LTD.","WESSEX PHARMACEUTICALS (RWANDA) LTD","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1353","Rwanda FDA-HMP-MA-1230","SPASMODEX-10","Hyoscine Butylbromide 10 mg","10 mg","Film Coated Tablets","","36 Months","SKYBIOTECH LIFE SCIENCES PVT. LTD,","INDIA","PHARMA LIFE SCIENCE LTD","STAR BIOTECH LIMITED","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1354","Rwanda FDA-HMP-MA-1221","SUVITRA-500","Levetiracetam USP 500mg","500mg","Film Coated Tablets","3x10 Tablets","36 Months","MICRO LABS LIMITED,","INDIA","MICRO LABS LIMITED","WESSEX PHARMACEUTICALS (RWANDA) LTD","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1355","Rwanda FDA-HMP-MA-1245","TENOFOVIR ALAFENAMIDE 25MG","Tenofovir alafenamide hemifumarate 25mg","25mg","Film Coated Tablets","30 Tablets & 100 Tablets","24 Months","HETERO LABS LIMITED,","INDIA","HETERO LABS LIMITED","VINE PHARMA LIMITED","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1356","Rwanda FDA-HMP-MA-1209","TRAJENTA 5 MG","Linagliptin 5mg","5 mg","Film coated Tablets","","36 Months","WEST-WARD COLUMBUS INC.","UNITED STATES OF AMERICA","BOEHRINGER INGELHEIM INTERNATIONAL GMBH","SURGIPHARM (RWANDA) LIMITED","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1357","Rwanda FDA-HMP-MA-1215","TRAMAREN CAPSULES","Tramadol Hydrochloride 50mg","50 mg","Capsules","10x10 capsules","36 Months","RENE INDUSTRIES LIMITED.","UGANDA","RENE INDUSTRIES LTD, UGANDA","RENE PHARMACY (R) LTD","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1358","Rwanda FDA-HMP-MA-1175","","Terbutaline Sulphate 1.25mg, Bromhexine Hydrochloride 4mg, and Guaifenesin50mg/5ml syrup","1.25mg, 4mg, 50mg/5ml","Syrup","100 ml bottle","24 Months","BLUE CROSS LABORATORIES PVT. LTD.","INDIA","BLUE CROSS LABORATORIES PVT. LTD.","PHILIPS PHARMACEUTICALS (RWANDA) LTD","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1359","Rwanda FDA-HMP-MA-1259","UTROGESTAN VAGINAL 200MG SOFT CAPSULES","Progesterone Ph Eur. (Micronized),200mg","200mg","Soft Capsules","15 Capsules","36 Months","CYNDEA PHARMA,","SPAIN","BESINS HEALTHCARE BENELUX SA.","SURGIPHARM RWANDA LTD","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1360","Rwanda FDA-HMP-MA-1218","VENOSMIL CAPSULES","Hidrosmin 200mg","200 mg","Gelatin Capsules","60 or 90 capsules","60 Months","FAES FARMA, S.A","SPAIN","FAES FARMA, S.A","GOMHS LTD","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1361","Rwanda FDA-HMP-MA-1219","VENOSMIL GEL","Hidrosmin 20mg per 100 g of gel","20mg per 100 g of gel","Gel","60g of 2% tube","60 Months","FAES FARMA, S.A","SPAIN","FAES FARMA, S.A.","GOMHS LTD","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1362","Rwanda FDA-HMP-MA-1203","VITA-1 TABLETS","Thiamine Hydrochloride Tablets BP 50 mg","50 mg","Uncoated Tablets","1000 tablets","36 Months","AGOG PHARMA LTD,","INDIA","AGOG PHARMA LTD","SUN ENTERPRISES LTD","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1363","Rwanda FDA-HMP-MA-1204","VITAMIN E FORTE SOFT GELATIN CAPSULE","dl-Alpha Tocopherol Acetate 400mg (Equivalent to 400 I.U Natural Vitamin E)","400 UI","Capsules","","36 Months","ARAB COMPANY FOR PHARMACEUTICALS & MEDICAL PLANTS (MEPACO-MEDIFOOD),","EGYPT","ARAB COMPANY FOR PHARMACEUTICALS & MEDICAL PLANTS (MEPACO-MEDIFOOD)","ETS CONTINENTAL","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1364","Rwanda FDA-HBP-MA-0126","WOSULIN 30/70 100 IU/ML","Biphasic Isophane Insulin Injection BP-100IU/ml","100IU/ml","Suspension for Injection","3ml and 10ml Vials","36 Months","WOCKHARDT LIMITED,","INDIA","WOCKHARDT LIMITED","SURGIPHARM (RWANDA) LIMITED","2024-05-06","2029-05-05","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1365","Rwanda FDA-HMP-MA-1152","AGOBEN SUSPENSION","Mebendazole Oral Suspension 100 mg/5 ml","100 mg/5 ml","Suspension","30 ml Bottle","36 Months","AGOG PHARMA LTD.","INDIA","AGOG PHARMA LTD, INDIA","SUN ENTERPRISES LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1366","Rwanda FDA-HMP-MA-1151","AGOBURN CREAM","Silver Sulfadiazine USP 1%w/w","1%w/w","Cream","15 gram tube and 100gm","36 Months","AGOG PHARMA LTD.","INDIA","AGOG PHARMA LTD, INDIA","SUN ENTERPRISES LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1367","Rwanda FDA-HMP-MA-1150","AGOFULVIN-500 TABLETS","Griseofulvin BP 500 mg","500 mg","Uncoated Tablets","10x10 Tablets","36 Months","AGOG PHARMA LTD.","INDIA","AGOG PHARMA LTD, INDIA","SUN ENTERPRISES LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1368","Rwanda FDA-HMP-MA-1143","AGOMYCIN SUSPENSION","Erythromycin Estolate 125mg/5ml","125mg/5ml","Suspension","100 ml Bottle","36 Months","AGOG PHARMA LTD,","INDIAA","AGOG PHARMA LTD","SUN ENTERPRISES LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1369","Rwanda FDA-HMP-MA-1154","AMADAY PL 10/4","Amlodipine 10 mg and Perindopril Erbumine BP 4 mg","10 mg and 4 mg","Uncoated Tablets","3x 10 Tablets","24 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED, INDIA","ABACUS PHARMA (A) LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1370","Rwanda FDA-HMP-MA-1155","AMADAY PL 10/8","Amlodipine 10 mg and Perindopril Erbumine BP 8 mg","10 mg and 8 mg","Uncoated Tablets","3x 10 Tablets","24 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED, INDIA","ABACUS PHARMA (A) LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1371","Rwanda FDA-HMP-MA-1156","AMADAY PL 5/8","Amlodipine 5mg and Perindopril Erbumine BP 8mg","5mg and 8mg","Uncoated Tablets","3x 10 Tablets","24 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED, INDIA","ABACUS PHARMA (A) LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1372","Rwanda FDA-HMP-MA-1145","ANTI-HIST CREAM","Mepyramine maleate BP 2% w/w","2% w/w","Cream","20 gm Tube","36 Months","DAWA LIMITED,","KENYA","DAWA LIMITED","SUN ENTERPRISES LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1373","Rwanda FDA-HMP-MA-1157","BESICOR 5","Bisoprolol Fumarate 5mg","5mg","Film coated Tablets","3x 10 Tablets","24 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED, INDIA","ABACUS PHARMA (A) LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1374","Rwanda FDA-HMP-MA-1144","BRINZOX","Brinzolamide USP 1.0% w/v","1.0% w/v","Eye drops","5 ml Vial","36 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED","ABACUS PHARMA (A) LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1375","Rwanda FDA-HMP-MA-1159","CELMAC 400","Celecoxib USP, 400mg","400mg","Hard Gelatin Capsules","3x10 capsules","24 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED, INDIA","ABACUS PHARMA (A) LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1376","Rwanda FDA-HMP-MA-1149","","Ciprofloxacin hydrochloride 250 mg","250 mg","Film coated Tablets","14 Tablets","36 Months","ATABAY ILAC FABRIKASI A.S.;","TURKEY","DAFRA PHARMA GmBH, SWITZERLAND","SUN ENTERPRISES LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1377","Rwanda FDA-HMP-MA-1158","CLOBIT CREAM","Clobetasol Propionate B.P.0.05% w/w","0.05% w/w","Cream","10 gm tube","36 Months","NEM LABORATORIES (PVT) LTD.","INDIA","NEM LABORATORIES PVT. LTD, INDIA","RENE PHARMACY (R) LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1378","Rwanda FDA-HMP-MA-1146","DERMAZINE CREAM","Silver Sulfadiazine USP 1.0% w/w","1.0% w/w","Cream","15 gm &","36 Months","DAWA LIMITED,","KENYA","DAWA LIMITED","SUN ENTERPRISES LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1379","Rwanda FDA-HMP-MA-1142","DICLOFENAC 100","Diclofenac sodium 100 mg","100 mg","Suppositories","2x 5 suppositories","36 Months","FULTON MEDICINALI S.p.A.,","ITALY","FULTON MEDICINALI S.P.A.","UBIPHARM-RWANDA LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1380","Rwanda FDA-HMP-MA-1148","FERCEFOL TABLETS","Ferrous fumarate 308 mg, folic acid 4mg, and ascorbic acid 200mg","308 mg, 4mg, and 200mg","Sugar coated tablets","3x 10 Tablets","36 Months","GRACURE PHARMACEUTICALS LIMITED,","INDIA","EXPHAR S.A, BELGIUM","H & H PHARMA LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1381","Rwanda FDA-HMP-MA-1153","OFLOZOLE TABLETS","Ofloxacin BP 200 mg and Ornidazole 500 mg","200 mg and 500 mg","Film coated Tablets","10 Tablets","36 Months","AUROCHEM LABORATORIES (INDIA) PVT. LTD.","INDIA","AUROCHEM LABORATORIES (INDIA) PVT. LTD","UBIPHARM-RWANDA LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1382","Rwanda FDA-HMP-MA-1160","RALEF 120","Etoricoxib 120mg","120mg","Film coated Tablet","7 Tablets","24 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED, INDIA","ABACUS PHARMA (A) LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1383","Rwanda FDA-HMP-MA-1147","TOFF PLUS","Paracetamol BP 500 mg, Dextromethorphan Hydrobromide BP 15 mg, Chlorpheniramine Maleate BP 2 mg, Phenylephrine Hydrochloride BP 10 mg","500 mg, 15 mg, 2 mg, P 10 mg","Hard Gelatin Capsules","","36 Months","PANACEA BIOTEC PHARMA LTD.","INDIA","PANACEA BIOTEC PHARMA LTD, INDIA","AIVEEN RWANDA LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1384","Rwanda FDA-HBP-MA-0120","WOSULIN-R 100IU/ML","Human Recombinant (r-DNA) Insulin Regular (Soluble/Neutral) 100IU/ml","100IU/ml","Injectable","10ml Vial","24 Months","WOCKHARDT LIMITED,","INDIA","WOCKHARDT LIMITED","ABACUS PHARMA (A) LTD","2024-04-27","2029-04-26","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1385","Rwanda FDA-HMP-MA-1133","ACTINAC ER 200","Aceclofenac Extended release tablets, 200 mg","200 mg","Film Coated Tablets","2x10 Tablets","24 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED","ABACUS PHARMA (A) LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1386","Rwanda FDA-HMP-MA-1134","ADACIN","Adapalene 0.1% w/w and Clindamycin Phosphate 1.0% w/w","0.1% w/w and 1.0% w/w","Gel","15 g Tube","24 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED","ABACUS PHARMA (A) LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1387","Rwanda FDA-HMP-MA-1127","AGOMETHASONE TABLETS","Dexamethasone tablets BP 0.5 mg","0.5 mg","Tablets","10x10 tablets and 1000 tablets","36 Months","AGOG PHARMA LTD,","INDIA","AGOG PHARMA LTD","SUN ENTERPRISES LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1388","Rwanda FDA-HMP-MA-1131","AGOPRED TABLETS","Prednisolone BP 5 mg","5 mg","Uncoated Tablets","10x10 tablets & 1000 tablets","36 Months","AGOG PHARMA LTD,","INDIA","AGOG PHARMA LTD","SUN ENTERPRISES LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1389","Rwanda FDA-HMP-MA-1135","AMILINE TABLET","Amitriptyline BP 25 mg","25 mg","Film Coated Tablets","10x10 tablets and 1000 tablets","36 Months","AGOG PHARMA LTD,","INDIA","AGOG PHARMA LTD","SUN ENTERPRISES LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1390","Rwanda FDA-HMP-MA-1136","AUROTIM","Timolol Maleate BP 0.5% w/v","0.5% w/v","Eye Drops","5ml filled in a 10ml bottle","24 Months","AUROLAB,","INDIA","AUROLAB","DEPOT PHARMACEUTIQUE LE MEDICAL","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1391","Rwanda FDA-HMP-MA-1172","BGMET 500","Metformin Hydrochloride BP 500mg","500mg","Film Coated Tablet","10 tablets","36 Months","BLISS GVS PHARMA LIMITED,","INDIA","BLISS GVS PHARMA LIMITED","SURYA DEPOT PHARMACY LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1392","Rwanda FDA-HMP-MA-1137","CANDIZOL","Clotrimazole Cream BP 1% w/w","1% w/w","Topical cream","20 gram Tube","36 Months","AGOG PHARMA LTD,","INDIA","AGOG PHARMA LTD","SUN ENTERPRISES LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1393","Rwanda FDA-HMP-MA-1141","DAWACLOX POWDER FOR ORAL SOLUTION","Cloxacillin (as sodium) BP 25mg/5ml","125mg/5ml","Powder for oral solution","100 ml Bottle","24 Months","DAWA LIMITED,","KENYA","DAWA LIMITED","SUN ENTERPRISES LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1394","Rwanda FDA-HMP-MA-1138","EFLARON 250MG TABLETS","Metronidazole 250mg","250mg","Tablets","1000 tablets","36 Months","DAWA LIMITED,","KENYA","DAWA LIMITED","SUN ENTERPRISES LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1395","Rwanda FDA-HMP-MA-1124","EVA VIT 400","Vitamin E USP 400 IU","400 IU","Soft Gelatin Capsules","","24 Months","SOFTGEL HEALTHCARE PVT LIMITED,","INDIA","SOFTGEL HEALTHCARE PVT LIMITED","DOLIPHARM LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1396","Rwanda FDA-HMP-MA-1139","INSTGRA","Dolutegravir Tablets 50 mg","50 mg","Film Coated Tablets","30, 90 & 180 Tablets","36 Months","EMCURE PHARMACEUTICALS LIMITED,","INDIA","EMCURE PHARMACEUTICALS LIMITED","ABACUS PHARMA (A) LIMITED","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1397","Rwanda FDA-HMP-MA-1130","LOPINAVIR AND RITONAVIR TABLETS USP 200 MG/50 MG","Lopinavir 200mg and Ritonavir 50mg","200 mg/50 mg","Film Coated Tablets","120 tablets","24 Months","LAURUS LABS LIMITED,","INDIA","LAURUS LABS LIMITED","CAPITAL PHARMACEUTICAL SUPPLIES LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1398","Rwanda FDA-HMP-MA-1129","MOMADERM","Mometasone Furoate Cream USP 0.1% w/w","0.1% w/w","Cream","15gr Tube","36 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED","ABACUS PHARMA (A) LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1399","Rwanda FDA-HBP-MA-0118","POLIOMYELITIS VACCINE (ORAL) BIVALENT TYPE 1 AND 3 - 20 DOSE","Monovalent Bulk of Poliomyelitis Type 1 and 3,","Type 1 and 3 - 20 Dose","Solution for Oral administration","50 vials of 2ml","24 Months","SERUM INSTITUTE OF INDIA PVT. LTD.","INDIA","SERUM INSTITUTE OF INDIA PVT. LTD","SUN ENTERPRISES LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1400","Rwanda FDA-HMP-MA-1128","RANEXA 375","Ranolazine 375 mg prolonged","375 mg","Prolonged-release tablet","2x20 Tablets","24 Months","MENARINI-VON HEYDEN GmbH,","GERMANY","MENARINI -VON HEYDEN GmbH","PRAFIN RWANDA LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1401","Rwanda FDA-HBP-MA-0119","RHOCLONE 300MCG","Anti Rho-D Immunoglobulin Injection (Monoclonal)","300mcg","Liquid for Injection","2ml Vial","24 Months","BHARAT SERUMS AND VACCINES LIMITED,","INDIA","BHARAT SERUMS & VACCINES LTD, INDIA","WESSEX PHARMACEUTICALS (RWANDA) LIMITED","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1402","Rwanda FDA-HMP-MA-1140","SOFTDROPS","Carboxymethylcellulose Sodium 0.5 % w/v and Glycerin 0.5 % w/v","0.5 % w/v and 0.5 % w/v","Eye drops","10 ml Vial","36 Months","AJANTA PHARMA LIMITED,","INDIA","AJANTA PHARMA LIMITED","ABACUS PHARMA (A) LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1403","Rwanda FDA-HMP-MA-1125","SOMAZINA 1000MG SOLUTION FOR INJECTION","Citicoline Sodium 1000mg","1000mg","Solution for injection","5 ampoules","36 Months","FERRER INTERNACIONAL, S.A.","SPAIN","FERRER INTERNATIONAL, S.A.","GOMHS LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1404","Rwanda FDA-HMP-MA-1132","X SONE N","Neomycin Sulphate 0.35% w/v, Dexamethasone Sodium Phosphate 0.1% w/v and and Benzalkonium chloride 0.01% w/v as preservative","0.35% w/v, 0.1%w/v & 0.01% w/v","Eye/Ear drops","5ml filled in a 10ml bottle","30 Months","ABACUS PARENTERAL DRUGS LTD,","UGANDA","ABACUS PARENTERAL DRUGS LTD","ABACUS PHARMA (A) LTD","2024-04-21","2029-04-20","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
"1405","Rwanda FDA-HMP-MA-1105","ABACAVIR 600 MG AND LAMIVUDINE 300 MG TABLETS","Abacavir Sulfate USP 600mg, Lamivudine USP 300mg","600 mg and 300 mg","Film-coated tablets","30 tablets","24 Months","MACLEODS PHARMACEUTICALS LTD.","INDIA","MACLEODS PHARMACEUTICALS LTD","AIVEEN RWANDA LIMITED","2024-04-20","2029-04-19","valid","Rwanda FDA - Registered Pharmaceutical Products July 2026","https://rwandafda.gov.rw/register/monitoring_preview_register"
