"registry_entry_key","registry_pharmacy_name","registry_district","registry_area","gis_object_id","gis_global_id","gis_shop_name","gis_district","gis_sector","gis_cell","gis_village","gis_street_number","longitude","latitude","accuracy_m","collected_at","edited_at","source_url","review_reason"
"retail-2026-05-685","STEP PHARMACY Ltd","GASABO","JABANA KABUYE","191","{5CB16EDF-E4B2-4FA2-AC74-F56F96102D41}","Step Pharmacy","Gasabo","Jabana","Kabuye","Amasangano","","30.0674958","-1.8873723","5.500","2021-10-21T10:00:00.000Z","2023-11-01T09:44:46.380Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-462","HEALTH LINK PHARMACY Ltd","NYARUGENGE","NYARUGENGE KIYOVU","194","{1F83CA60-A794-4589-B624-8A46C460A13F}","Health Link pharmacy","Nyarugenge","Nyarugenge","Kiyovu","Inyarurembo","","30.0571244","-1.9463547","2.500","2021-10-21T10:00:00.000Z","2023-11-01T11:49:47.979Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-702","LOUISE PHARMACY","GASABO","BUMBOGO NYABIKENKE","198","{6AB6082A-5C0A-4EC2-8105-26DEA642CE8C}","Louise Pharmacy","Gasabo","Bumbogo","Nyabikenke","Masizi","","30.1342012","-1.9185457","2.000","2021-10-21T10:00:00.000Z","2023-11-01T09:49:00.673Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-550","CHRISTUS PHARMACY Ltd","GASABO","JABANA AKAMATAMU","203","{54DCDDE6-65C4-4FCE-ABA5-1E9D5E5B2D7D}","Christus Pharmacy","Gasabo","Jabana","Akamatamu","Nyacyonga","","30.0866914","-1.8666580","3.000","2021-10-25T10:00:00.000Z","2023-11-01T09:57:12.700Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-613","MILLENIUM PHARMACY Ltd","NYARUGENGE","KANYINYA NZOVE","204","{8CCE14FB-5998-4BD4-85E3-B6B9497C2FBE}","Millenium Pharmacy","Nyarugenge","Kanyinya","Nzove","Rutagara I","","30.0207666","-1.9475044","3.900","2021-10-25T10:00:00.000Z","2023-11-01T12:00:00.269Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-559","RITE PHARMACY Ltd","KICUKIRO","KANOMBE KABEZA","205","{BBA91A55-E1B9-49D6-85BB-468B8AB84761}","Rite Pharmacy","Kicukiro","Kanombe","Kabeza","Kabeza","KK 18 Av","30.1210984","-1.9682544","2.500","2021-10-26T10:00:00.000Z","2023-11-01T10:29:02.505Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-537","AXIS PHARMACY Ltd","KICUKIRO","KANOMBE KABEZA","206","{97E1F423-9755-44EC-BB49-57B09D38240A}","Axis Pharmacy","Kicukiro","Kanombe","Kabeza","Muhabura","KK 18 Av","30.1215207","-1.9686793","9.000","2021-10-26T10:00:00.000Z","2023-11-01T10:29:03.662Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-239","MENIPHAR LTD","KICUKIRO","KANOMBE KABEZA","207","{2F9B1CBD-439C-488E-BC9A-62DDE50E9F82}","Meniphar Pharmacy","Kicukiro","Kanombe","Kabeza","Muhabura","KK 18 Av","30.1214856","-1.9686310","6.500","2021-10-26T10:00:00.000Z","2023-11-01T10:29:04.116Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-172","PHARMACIE DOVE Ltd","GASABO","GISOZI MUSEZERO","212","{85A2CB62-DB8C-4F4B-A0CE-0E9955AB43F4}","Dove Pharmacy","Gasabo","Gisozi","Musezero","Gasave","KG 33 Av","30.0716986","-1.9233888","2.500","2021-10-30T10:00:00.000Z","2023-11-01T10:09:05.612Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-456","VIKAS PHARMACY Ltd","MUHANGA","NYAMABUYE GAHOGO","213","{EB36F55F-373C-4432-B1CD-699871F64718}","Vikas Pharmacy ","Muhanga","Nyamabuye","Gahogo","Rutenga","NR 1","29.7511128","-2.0852204","3.900","2021-11-08T10:00:00.000Z","2023-11-01T12:12:59.656Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-729","MEDLIFE PHARMACY Ltd","MUSANZE","MUHOZA MPENGE","219","{231BCA0B-7204-4B14-9094-2BF9D7A2AA26}","Medlife Pharmacy","Musanze","Muhoza","Mpenge","Gikwege","","29.6372435","-1.5024825","3.900","2021-11-08T10:00:00.000Z","2023-11-01T12:13:14.734Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-453","PHARMACIE DE RUBAVU Limited","MUSANZE","MUHOZA MPENGE","220","{D5A2580F-179A-4FD7-8F47-57CABA61F071}","Pharmacy De Rubavu","Musanze","Muhoza","Mpenge","Gikwege","Dr 4","29.6417745","-1.5086701","3.900","2021-11-08T10:00:00.000Z","2023-11-01T12:13:15.854Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-732","PILLAR PHARMACY Ltd","MUHANGA","NYAMABUYE GAHOGO","222","{77365886-37A0-44E6-8D58-4E0D1C9935C6}","Pillar Pharmacy","Muhanga","Nyamabuye","Gahogo","Nyarucyamu I","NR 1","29.7540566","-2.0873725","3.900","2021-11-09T10:00:00.000Z","2023-11-01T12:21:09.602Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-66","BLESSING PHARMACY LTD","MUHANGA","NYAMABUYE GAHOGO","224","{622D1D37-A686-4A37-96CB-6C5F81089380}","Blessing Pharmacy ","Muhanga","Nyamabuye","Gahogo","Nyarucyamu I","NR 1","29.7547355","-2.0875086","3.900","2021-11-09T10:00:00.000Z","2023-11-01T12:21:11.449Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-644","MUSANZE PHARMACY Ltd","MUSANZE","MUHOZA MPENGE","227","{20698D4E-535B-4053-8BB7-CDEA47273CBF}","Pharmacy  Musanze","Musanze","Muhoza","Mpenge","Rukoro","","29.6442398","-1.5080575","4.288","2021-11-09T10:00:00.000Z","2023-11-01T12:21:49.235Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-638","ELIOT PHARMACY Ltd","NYAGATARE","NYAGATARE NYAGATARE","229","{451BF079-5FEE-4859-B266-3658AF4FB299}","Eliot Pharmacy","Nyagatare","Nyagatare","Nyagatare","Nyagatare II","","30.3252744","-1.2932700","3.900","2021-11-09T10:00:00.000Z","2023-11-01T12:22:42.149Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-279","SAINT PIERRE PHARMACY Ltd","MUSANZE","MUHOZA MPENGE","232","{FC9D7958-43F5-4B00-B10B-C7D28CAA78FE}","Saint Pierre Pharmacy","Musanze","Muhoza","Mpenge","Rukoro","","29.6437981","-1.5078808","3.900","2021-11-10T10:00:00.000Z","2023-11-01T12:23:24.203Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-395","PAMELLA PHARMACY Ltd","MUHANGA","NYAMABUYE GAHOGO","236","{1F3CB7B6-151C-4854-ACFE-971E36DDDA3E}","Pamella Pharmacy ","Muhanga","Nyamabuye","Gahogo","Rutenga","","29.7505128","-2.0842088","9.648","2021-11-11T10:00:00.000Z","2023-11-01T12:24:47.471Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-131","MIKA PHARMACY Ltd","NYAGATARE","NYAGATARE NYAGATARE","238","{D3E813F8-1D53-4AAD-A026-7F000297BE70}","Mika Pharmacy","Nyagatare","Nyagatare","Nyagatare","Nyagatare I","En 16 Av","30.3288644","-1.2918112","3.900","2021-11-11T10:00:00.000Z","2023-11-01T12:25:44.754Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-102","FIDES PHARMACY LTD","MUHANGA","NYAMABUYE GAHOGO","241","{448F1486-3ED6-42E6-B602-A1EBD66A2611}","Fides Pharmacy ","Muhanga","Nyamabuye","Gahogo","Rutenga","","29.7499840","-2.0849697","3.900","2021-12-01T10:00:00.000Z","2023-11-01T12:29:49.563Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-275","KIZAPHAR LTD","RUBAVU","GISENYI NENGO","243","{33B6D2A7-ADD5-42D3-838E-A84331436BF7}","Kizaphar Pharmacy","Rubavu","Gisenyi","Nengo","Gacuba","","29.2600966","-1.6934839","3.900","2021-12-01T10:00:00.000Z","2023-11-01T12:30:29.641Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-267","UMUHIRE PHARMACY Ltd","RUBAVU","GISENYI NENGO","244","{D9852486-CC95-4441-9CCE-E85486FE551B}","Umuhire Pharmacy ","Rubavu","Gisenyi","Nengo","Gikarani","NR 2","29.2630877","-1.7004266","3.964","2021-12-01T10:00:00.000Z","2023-11-01T12:30:38.974Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-455","PHARMACY IRAGUHA LTD","MUSANZE","MUHOZA KIGOMBE","249","{8302D764-2DE9-489F-9544-CC03270063C7}","Pharmacy Iraguha","Musanze","Muhoza","Kigombe","Nduruma","Nr 4","29.6393083","-1.5086956","4.029","2021-12-04T10:00:00.000Z","2023-11-01T12:33:46.514Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-646","JO SALUD PHARMACY Ltd","MUSANZE","MUHOZA KIGOMBE","251","{BC721E10-6603-4EA1-9CC5-EE9A40D5F13C}","Jo Salud Pharmacy","Musanze","Muhoza","Kigombe","Nduruma","Nr 4","29.6422054","-1.5089950","3.900","2021-12-04T10:00:00.000Z","2023-11-01T12:33:48.501Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-343","VF LUCIS PHARMACY Ltd","KAMONYI","RUNDA RUYENZI","253","{DF2F78C4-02E8-4821-A8E4-21E38B42DFF7}","VF Lucis Pharmacy","Kamonyi","Runda","Ruyenzi","Nyagacaca","Gihara road","29.9855591","-1.9671690","3.216","2021-12-06T10:00:00.000Z","2023-11-01T12:36:01.496Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-518","VIEPHARMA PHARMACY Ltd","KAMONYI","RUNDA RUYENZI","256","{8D915D96-0D00-4490-9DB3-F89AFA501EC7}","Viepharma Pharmacy","Kamonyi","Runda","Ruyenzi","Rubumba","","29.9863682","-1.9674934","3.900","2021-12-06T10:00:00.000Z","2023-11-01T12:38:24.763Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-214","PHARMACIE ILLUPHARMA","KAMONYI","RUNDA MUGANZA","263","{38E5FAD7-068E-45DC-B2D9-8AF451219114}","Illupharma Pharmacy","Kamonyi","Runda","Muganza","Rubona","","29.9598968","-1.9468650","3.900","2021-12-08T10:00:00.000Z","2023-11-01T12:44:24.282Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-661","PACH PHARMACY Ltd","MUHANGA","NYAMABUYE GAHOGO","267","{197C5E40-1049-4531-B7CB-6C56988B63A0}","Pach Pharmacy Ltd ","Muhanga","Nyamabuye","Gahogo","Kamugina","","29.7539064","-2.0749534","9.648","2021-12-04T10:00:00.000Z","2023-11-01T12:33:26.828Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-209","LOGFRAME PHARMACY Ltd","RUBAVU","GISENYI NENGO","270","{4CAACC82-93D9-4669-8576-3154C9921A26}","Pharmacy Logframe","Rubavu","Gisenyi","Nengo","Ubucuruzi","","29.2617845","-1.6954077","4.288","2021-12-02T10:00:00.000Z","2023-11-01T12:32:06.776Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-14","KIVU BEACH PHARMACY LTD","RUBAVU","GISENYI NENGO","272","{7D13D4A0-C230-4265-B3C0-728CDFD9A598}","Kivu Beach Pharmacy","Rubavu","Gisenyi","Nengo","Ubucuruzi","","29.2615355","-1.6965217","3.900","2021-12-01T10:00:00.000Z","2023-11-01T12:30:36.123Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-438","PHARMACIE LAGO LTD","RUBAVU","GISENYI NENGO","275","{7A76A543-056E-4BDD-B782-46849D44A660}","Pharmacy Lago","Rubavu","Gisenyi","Nengo","Ubucuruzi","","29.2611541","-1.6959632","3.900","2021-12-01T10:00:00.000Z","2023-11-01T12:30:34.049Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-496","ANSWER PHARMACIE Ltd","RUBAVU","GISENYI KIVUMU","276","{523EE2DE-D9D6-4E89-A531-55FB3CCF8A13}","Pharmacy Answer","Rubavu","Gisenyi","Kivumu","Kivumu","NR2","29.2553289","-1.6846918","3.216","2021-11-14T10:00:00.000Z","2023-11-01T12:29:31.854Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-647","TALENT PHARMACY Ltd","RUBAVU","GISENYI MBUGANGARI","279","{6A49E18D-DFC8-474A-821C-29DEECD75210}","Talent Pharmacy","Rubavu","Gisenyi","Mbugangari","Ihumure","","29.2527707","-1.6749975","3.216","2021-12-09T10:00:00.000Z","2023-11-01T12:46:17.849Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-497","AVEPHARMA Ltd","KAMONYI","RUNDA RUYENZI","290","{E0BE417E-7AF9-438F-A8C0-064848A357E4}","AVEPHARMA Pharmacy Ltd","Kamonyi","Runda","Ruyenzi","Nyagacaca","Gihara road","29.9849198","-1.9659525","3.216","2021-12-06T10:00:00.000Z","2023-11-01T12:36:09.159Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
"retail-2026-05-528","KUPHARMA PHARMACY Ltd","KAMONYI","RUNDA RUYENZI","291","{91644D43-0EA0-4D34-A960-305EE0BF96EF}","KUPHARMA pharmacy","Kamonyi","Runda","Ruyenzi","Nyagacaca","Gihara road","29.9851433","-1.9664258","3.216","2021-12-06T10:00:00.000Z","2023-11-01T12:36:04.879Z","https://gh.space.gov.rw/server/rest/services/Health_Facilities/FeatureServer/3","exact_name_district_sector_cell_and_accuracy"
